ts,requests,bytes,status_200,status_300,status_400,status_500
1995-07-01 01:24:00-04:00,57,1079948,48.0,9.0,0.0,0.0
1995-07-01 01:25:00-04:00,61,2502675,59.0,1.0,1.0,0.0
1995-07-01 01:26:00-04:00,44,472415,41.0,3.0,0.0,0.0
1995-07-01 01:27:00-04:00,27,782849,26.0,1.0,0.0,0.0
1995-07-01 01:28:00-04:00,36,979430,33.0,3.0,0.0,0.0
1995-07-01 01:29:00-04:00,30,819847,29.0,1.0,0.0,0.0
1995-07-01 01:30:00-04:00,54,1416454,50.0,4.0,0.0,0.0
1995-07-01 01:31:00-04:00,60,1348821,59.0,1.0,0.0,0.0
1995-07-01 01:32:00-04:00,52,1061320,47.0,3.0,2.0,0.0
1995-07-01 01:33:00-04:00,35,917111,32.0,3.0,0.0,0.0
1995-07-01 01:34:00-04:00,33,1605426,33.0,0.0,0.0,0.0
1995-07-01 01:35:00-04:00,63,1158704,60.0,3.0,0.0,0.0
1995-07-01 01:36:00-04:00,60,1594676,45.0,15.0,0.0,0.0
1995-07-01 01:37:00-04:00,56,1243960,50.0,4.0,2.0,0.0
1995-07-01 01:38:00-04:00,49,1496642,47.0,2.0,0.0,0.0
1995-07-01 01:39:00-04:00,44,3362849,42.0,2.0,0.0,0.0
1995-07-01 01:40:00-04:00,54,639871,49.0,4.0,1.0,0.0
1995-07-01 01:41:00-04:00,70,2850125,68.0,2.0,0.0,0.0
1995-07-01 01:42:00-04:00,60,4349706,58.0,2.0,0.0,0.0
1995-07-01 01:43:00-04:00,65,1726802,62.0,3.0,0.0,0.0
1995-07-01 01:44:00-04:00,72,566176,70.0,2.0,0.0,0.0
1995-07-01 01:45:00-04:00,50,1978583,45.0,4.0,1.0,0.0
1995-07-01 01:46:00-04:00,33,594830,31.0,2.0,0.0,0.0
1995-07-01 01:47:00-04:00,47,1115553,44.0,3.0,0.0,0.0
1995-07-01 01:48:00-04:00,65,1858475,61.0,4.0,0.0,0.0
1995-07-01 01:49:00-04:00,49,713440,46.0,3.0,0.0,0.0
1995-07-01 01:50:00-04:00,38,633558,34.0,4.0,0.0,0.0
1995-07-01 01:51:00-04:00,54,546344,52.0,2.0,0.0,0.0
1995-07-01 01:52:00-04:00,53,2683186,46.0,7.0,0.0,0.0
1995-07-01 01:53:00-04:00,49,585157,38.0,11.0,0.0,0.0
1995-07-01 01:54:00-04:00,51,1836284,49.0,2.0,0.0,0.0
1995-07-01 01:55:00-04:00,52,2557361,48.0,3.0,1.0,0.0
1995-07-01 01:56:00-04:00,61,889022,55.0,6.0,0.0,0.0
1995-07-01 01:57:00-04:00,53,1372173,45.0,8.0,0.0,0.0
1995-07-01 01:58:00-04:00,36,566096,34.0,2.0,0.0,0.0
1995-07-01 01:59:00-04:00,46,2377342,40.0,6.0,0.0,0.0
1995-07-01 02:00:00-04:00,46,719880,40.0,6.0,0.0,0.0
1995-07-01 02:01:00-04:00,65,2188503,60.0,5.0,0.0,0.0
1995-07-01 02:02:00-04:00,50,482169,43.0,7.0,0.0,0.0
1995-07-01 02:03:00-04:00,43,509739,30.0,13.0,0.0,0.0
1995-07-01 02:04:00-04:00,53,1075599,49.0,4.0,0.0,0.0
1995-07-01 02:05:00-04:00,49,850291,46.0,3.0,0.0,0.0
1995-07-01 02:06:00-04:00,23,1606892,20.0,2.0,1.0,0.0
1995-07-01 02:07:00-04:00,56,1220497,49.0,7.0,0.0,0.0
1995-07-01 02:08:00-04:00,46,740027,40.0,5.0,1.0,0.0
1995-07-01 02:09:00-04:00,42,651252,35.0,6.0,1.0,0.0
1995-07-01 02:10:00-04:00,44,399863,41.0,3.0,0.0,0.0
1995-07-01 02:11:00-04:00,40,310845,37.0,3.0,0.0,0.0
1995-07-01 02:12:00-04:00,52,1157310,52.0,0.0,0.0,0.0
1995-07-01 02:13:00-04:00,34,450896,30.0,4.0,0.0,0.0
1995-07-01 02:14:00-04:00,54,1709065,51.0,2.0,1.0,0.0
1995-07-01 02:15:00-04:00,49,658633,48.0,1.0,0.0,0.0
1995-07-01 02:16:00-04:00,44,624961,39.0,4.0,1.0,0.0
1995-07-01 02:17:00-04:00,30,497466,24.0,6.0,0.0,0.0
1995-07-01 02:18:00-04:00,12,1211037,8.0,4.0,0.0,0.0
1995-07-01 02:19:00-04:00,35,1863471,30.0,4.0,1.0,0.0
1995-07-01 02:20:00-04:00,23,446578,21.0,0.0,2.0,0.0
1995-07-01 02:21:00-04:00,20,468171,20.0,0.0,0.0,0.0
1995-07-01 02:22:00-04:00,33,2088253,32.0,1.0,0.0,0.0
1995-07-01 02:23:00-04:00,67,1109889,59.0,8.0,0.0,0.0
1995-07-01 02:24:00-04:00,35,2567136,34.0,1.0,0.0,0.0
1995-07-01 02:25:00-04:00,50,692233,45.0,5.0,0.0,0.0
1995-07-01 02:26:00-04:00,46,688858,44.0,2.0,0.0,0.0
1995-07-01 02:27:00-04:00,27,1097720,26.0,1.0,0.0,0.0
1995-07-01 02:28:00-04:00,35,1506855,30.0,4.0,1.0,0.0
1995-07-01 02:29:00-04:00,32,553483,31.0,1.0,0.0,0.0
1995-07-01 02:30:00-04:00,27,1250456,26.0,0.0,1.0,0.0
1995-07-01 02:31:00-04:00,29,555988,25.0,4.0,0.0,0.0
1995-07-01 02:32:00-04:00,46,1714134,32.0,13.0,1.0,0.0
1995-07-01 02:33:00-04:00,28,550220,28.0,0.0,0.0,0.0
1995-07-01 02:34:00-04:00,24,562631,23.0,1.0,0.0,0.0
1995-07-01 02:35:00-04:00,47,631496,45.0,2.0,0.0,0.0
1995-07-01 02:36:00-04:00,30,391716,29.0,1.0,0.0,0.0
1995-07-01 02:37:00-04:00,30,725414,28.0,2.0,0.0,0.0
1995-07-01 02:38:00-04:00,34,440708,27.0,6.0,1.0,0.0
1995-07-01 02:39:00-04:00,38,827658,38.0,0.0,0.0,0.0
1995-07-01 02:40:00-04:00,36,2346419,36.0,0.0,0.0,0.0
1995-07-01 02:41:00-04:00,34,1614606,34.0,0.0,0.0,0.0
1995-07-01 02:42:00-04:00,47,922907,40.0,7.0,0.0,0.0
1995-07-01 02:43:00-04:00,36,531462,32.0,4.0,0.0,0.0
1995-07-01 02:44:00-04:00,48,761788,46.0,2.0,0.0,0.0
1995-07-01 02:45:00-04:00,27,837705,22.0,5.0,0.0,0.0
1995-07-01 02:46:00-04:00,31,882342,30.0,1.0,0.0,0.0
1995-07-01 02:47:00-04:00,30,652906,24.0,6.0,0.0,0.0
1995-07-01 02:48:00-04:00,25,1491966,22.0,3.0,0.0,0.0
1995-07-01 02:49:00-04:00,21,493178,18.0,3.0,0.0,0.0
1995-07-01 02:50:00-04:00,25,668822,22.0,3.0,0.0,0.0
1995-07-01 02:51:00-04:00,30,428789,24.0,6.0,0.0,0.0
1995-07-01 02:52:00-04:00,24,1311975,21.0,3.0,0.0,0.0
1995-07-01 02:53:00-04:00,55,1715791,36.0,19.0,0.0,0.0
1995-07-01 02:54:00-04:00,25,722764,21.0,4.0,0.0,0.0
1995-07-01 02:55:00-04:00,39,960699,36.0,3.0,0.0,0.0
1995-07-01 02:56:00-04:00,51,679567,50.0,1.0,0.0,0.0
1995-07-01 02:57:00-04:00,42,502751,40.0,2.0,0.0,0.0
1995-07-01 02:58:00-04:00,35,1283615,34.0,1.0,0.0,0.0
1995-07-01 02:59:00-04:00,39,552576,37.0,2.0,0.0,0.0
1995-07-01 03:00:00-04:00,21,601295,19.0,2.0,0.0,0.0
1995-07-01 03:01:00-04:00,28,867281,26.0,2.0,0.0,0.0
1995-07-01 03:02:00-04:00,28,463169,28.0,0.0,0.0,0.0
1995-07-01 03:03:00-04:00,24,452740,23.0,1.0,0.0,0.0
1995-07-01 03:04:00-04:00,33,390090,30.0,3.0,0.0,0.0
1995-07-01 03:05:00-04:00,45,551534,44.0,1.0,0.0,0.0
1995-07-01 03:06:00-04:00,42,405990,39.0,3.0,0.0,0.0
1995-07-01 03:07:00-04:00,34,637774,31.0,3.0,0.0,0.0
1995-07-01 03:08:00-04:00,50,655636,46.0,4.0,0.0,0.0
1995-07-01 03:09:00-04:00,37,886466,29.0,8.0,0.0,0.0
1995-07-01 03:10:00-04:00,41,558436,39.0,2.0,0.0,0.0
1995-07-01 03:11:00-04:00,45,1613099,36.0,9.0,0.0,0.0
1995-07-01 03:12:00-04:00,29,471723,28.0,1.0,0.0,0.0
1995-07-01 03:13:00-04:00,25,463879,19.0,6.0,0.0,0.0
1995-07-01 03:14:00-04:00,19,344866,19.0,0.0,0.0,0.0
1995-07-01 03:15:00-04:00,30,388579,29.0,1.0,0.0,0.0
1995-07-01 03:16:00-04:00,28,635788,28.0,0.0,0.0,0.0
1995-07-01 03:17:00-04:00,30,1658310,26.0,4.0,0.0,0.0
1995-07-01 03:18:00-04:00,33,1174057,31.0,2.0,0.0,0.0
1995-07-01 03:19:00-04:00,22,358616,19.0,2.0,1.0,0.0
1995-07-01 03:20:00-04:00,15,1223731,14.0,1.0,0.0,0.0
1995-07-01 03:21:00-04:00,13,439118,13.0,0.0,0.0,0.0
1995-07-01 03:22:00-04:00,14,322201,13.0,1.0,0.0,0.0
1995-07-01 03:23:00-04:00,36,876400,36.0,0.0,0.0,0.0
1995-07-01 03:24:00-04:00,37,428194,36.0,1.0,0.0,0.0
1995-07-01 03:25:00-04:00,58,679657,54.0,4.0,0.0,0.0
1995-07-01 03:26:00-04:00,33,482829,31.0,2.0,0.0,0.0
1995-07-01 03:27:00-04:00,21,466031,16.0,5.0,0.0,0.0
1995-07-01 03:28:00-04:00,23,1138403,22.0,1.0,0.0,0.0
1995-07-01 03:29:00-04:00,27,523239,23.0,4.0,0.0,0.0
1995-07-01 03:30:00-04:00,41,431013,34.0,6.0,1.0,0.0
1995-07-01 03:31:00-04:00,33,598362,26.0,7.0,0.0,0.0
1995-07-01 03:32:00-04:00,20,667484,18.0,2.0,0.0,0.0
1995-07-01 03:33:00-04:00,23,418661,22.0,1.0,0.0,0.0
1995-07-01 03:34:00-04:00,26,390981,25.0,1.0,0.0,0.0
1995-07-01 03:35:00-04:00,24,1199441,23.0,1.0,0.0,0.0
1995-07-01 03:36:00-04:00,19,1780507,16.0,3.0,0.0,0.0
1995-07-01 03:37:00-04:00,31,433389,26.0,5.0,0.0,0.0
1995-07-01 03:38:00-04:00,10,425645,10.0,0.0,0.0,0.0
1995-07-01 03:39:00-04:00,24,481695,19.0,5.0,0.0,0.0
1995-07-01 03:40:00-04:00,37,315680,32.0,5.0,0.0,0.0
1995-07-01 03:41:00-04:00,30,475114,22.0,7.0,1.0,0.0
1995-07-01 03:42:00-04:00,21,272537,18.0,1.0,2.0,0.0
1995-07-01 03:43:00-04:00,34,783458,25.0,7.0,2.0,0.0
1995-07-01 03:44:00-04:00,25,325268,22.0,2.0,1.0,0.0
1995-07-01 03:45:00-04:00,28,440629,21.0,3.0,4.0,0.0
1995-07-01 03:46:00-04:00,35,519659,32.0,2.0,1.0,0.0
1995-07-01 03:47:00-04:00,40,590980,31.0,9.0,0.0,0.0
1995-07-01 03:48:00-04:00,14,78073,11.0,2.0,1.0,0.0
1995-07-01 03:49:00-04:00,21,811468,19.0,2.0,0.0,0.0
1995-07-01 03:50:00-04:00,19,650864,18.0,1.0,0.0,0.0
1995-07-01 03:51:00-04:00,12,328252,12.0,0.0,0.0,0.0
1995-07-01 03:52:00-04:00,34,527634,34.0,0.0,0.0,0.0
1995-07-01 03:53:00-04:00,17,163602,16.0,1.0,0.0,0.0
1995-07-01 03:54:00-04:00,18,605860,18.0,0.0,0.0,0.0
1995-07-01 03:55:00-04:00,12,604211,9.0,3.0,0.0,0.0
1995-07-01 03:56:00-04:00,31,383313,29.0,2.0,0.0,0.0
1995-07-01 03:57:00-04:00,34,413715,31.0,2.0,1.0,0.0
1995-07-01 03:58:00-04:00,45,984835,45.0,0.0,0.0,0.0
1995-07-01 03:59:00-04:00,44,805564,42.0,2.0,0.0,0.0
1995-07-01 04:00:00-04:00,43,1788775,43.0,0.0,0.0,0.0
1995-07-01 04:01:00-04:00,30,459811,25.0,5.0,0.0,0.0
1995-07-01 04:02:00-04:00,24,665741,23.0,0.0,1.0,0.0
1995-07-01 04:03:00-04:00,16,278243,15.0,1.0,0.0,0.0
1995-07-01 04:04:00-04:00,30,697597,25.0,4.0,1.0,0.0
1995-07-01 04:05:00-04:00,10,107192,10.0,0.0,0.0,0.0
1995-07-01 04:06:00-04:00,25,699327,22.0,3.0,0.0,0.0
1995-07-01 04:07:00-04:00,27,507197,21.0,6.0,0.0,0.0
1995-07-01 04:08:00-04:00,15,177234,13.0,2.0,0.0,0.0
1995-07-01 04:09:00-04:00,17,538660,15.0,2.0,0.0,0.0
1995-07-01 04:10:00-04:00,50,561267,46.0,4.0,0.0,0.0
1995-07-01 04:11:00-04:00,32,278946,23.0,9.0,0.0,0.0
1995-07-01 04:12:00-04:00,23,534123,23.0,0.0,0.0,0.0
1995-07-01 04:13:00-04:00,24,404584,21.0,3.0,0.0,0.0
1995-07-01 04:14:00-04:00,43,516285,43.0,0.0,0.0,0.0
1995-07-01 04:15:00-04:00,20,864761,20.0,0.0,0.0,0.0
1995-07-01 04:16:00-04:00,22,203731,20.0,2.0,0.0,0.0
1995-07-01 04:17:00-04:00,21,175322,18.0,2.0,1.0,0.0
1995-07-01 04:18:00-04:00,16,646556,16.0,0.0,0.0,0.0
1995-07-01 04:19:00-04:00,18,458080,16.0,2.0,0.0,0.0
1995-07-01 04:20:00-04:00,28,568278,28.0,0.0,0.0,0.0
1995-07-01 04:21:00-04:00,33,684042,31.0,1.0,1.0,0.0
1995-07-01 04:22:00-04:00,28,548429,25.0,3.0,0.0,0.0
1995-07-01 04:23:00-04:00,23,427504,20.0,2.0,1.0,0.0
1995-07-01 04:24:00-04:00,20,295831,20.0,0.0,0.0,0.0
1995-07-01 04:25:00-04:00,26,403335,22.0,4.0,0.0,0.0
1995-07-01 04:26:00-04:00,6,352331,5.0,1.0,0.0,0.0
1995-07-01 04:27:00-04:00,15,290131,15.0,0.0,0.0,0.0
1995-07-01 04:28:00-04:00,15,139456,11.0,4.0,0.0,0.0
1995-07-01 04:29:00-04:00,20,179387,16.0,4.0,0.0,0.0
1995-07-01 04:30:00-04:00,23,560508,23.0,0.0,0.0,0.0
1995-07-01 04:31:00-04:00,36,422394,32.0,4.0,0.0,0.0
1995-07-01 04:32:00-04:00,32,462741,31.0,1.0,0.0,0.0
1995-07-01 04:33:00-04:00,39,650162,37.0,2.0,0.0,0.0
1995-07-01 04:34:00-04:00,33,703696,32.0,1.0,0.0,0.0
1995-07-01 04:35:00-04:00,22,334043,22.0,0.0,0.0,0.0
1995-07-01 04:36:00-04:00,32,684562,31.0,1.0,0.0,0.0
1995-07-01 04:37:00-04:00,38,875494,35.0,3.0,0.0,0.0
1995-07-01 04:38:00-04:00,21,413394,20.0,1.0,0.0,0.0
1995-07-01 04:39:00-04:00,25,389928,22.0,2.0,1.0,0.0
1995-07-01 04:40:00-04:00,21,724584,18.0,3.0,0.0,0.0
1995-07-01 04:41:00-04:00,14,906368,12.0,2.0,0.0,0.0
1995-07-01 04:42:00-04:00,8,150629,6.0,2.0,0.0,0.0
1995-07-01 04:43:00-04:00,36,464050,32.0,4.0,0.0,0.0
1995-07-01 04:44:00-04:00,25,236564,25.0,0.0,0.0,0.0
1995-07-01 04:45:00-04:00,31,336669,28.0,2.0,1.0,0.0
1995-07-01 04:46:00-04:00,18,538229,13.0,5.0,0.0,0.0
1995-07-01 04:47:00-04:00,15,1099254,13.0,2.0,0.0,0.0
1995-07-01 04:48:00-04:00,10,357698,9.0,0.0,1.0,0.0
1995-07-01 04:49:00-04:00,31,237775,23.0,8.0,0.0,0.0
1995-07-01 04:50:00-04:00,14,677578,8.0,5.0,1.0,0.0
1995-07-01 04:51:00-04:00,27,155992,25.0,1.0,1.0,0.0
1995-07-01 04:52:00-04:00,21,341371,21.0,0.0,0.0,0.0
1995-07-01 04:53:00-04:00,12,122871,12.0,0.0,0.0,0.0
1995-07-01 04:54:00-04:00,31,229055,28.0,3.0,0.0,0.0
1995-07-01 04:55:00-04:00,26,200471,24.0,2.0,0.0,0.0
1995-07-01 04:56:00-04:00,19,451305,19.0,0.0,0.0,0.0
1995-07-01 04:57:00-04:00,24,575215,23.0,1.0,0.0,0.0
1995-07-01 04:58:00-04:00,40,508135,38.0,2.0,0.0,0.0
1995-07-01 04:59:00-04:00,31,1034253,29.0,2.0,0.0,0.0
1995-07-01 05:00:00-04:00,28,736817,23.0,5.0,0.0,0.0
1995-07-01 05:01:00-04:00,18,335085,16.0,2.0,0.0,0.0
1995-07-01 05:02:00-04:00,22,439514,18.0,4.0,0.0,0.0
1995-07-01 05:03:00-04:00,30,1450664,22.0,8.0,0.0,0.0
1995-07-01 05:04:00-04:00,12,1191155,10.0,2.0,0.0,0.0
1995-07-01 05:05:00-04:00,26,233466,25.0,1.0,0.0,0.0
1995-07-01 05:06:00-04:00,14,130343,13.0,1.0,0.0,0.0
1995-07-01 05:07:00-04:00,12,1990078,8.0,4.0,0.0,0.0
1995-07-01 05:08:00-04:00,9,130841,8.0,1.0,0.0,0.0
1995-07-01 05:09:00-04:00,20,254548,18.0,2.0,0.0,0.0
1995-07-01 05:10:00-04:00,5,383001,3.0,2.0,0.0,0.0
1995-07-01 05:11:00-04:00,20,309978,20.0,0.0,0.0,0.0
1995-07-01 05:12:00-04:00,16,122312,12.0,4.0,0.0,0.0
1995-07-01 05:13:00-04:00,30,248672,26.0,4.0,0.0,0.0
1995-07-01 05:14:00-04:00,20,273343,20.0,0.0,0.0,0.0
1995-07-01 05:15:00-04:00,6,29653,6.0,0.0,0.0,0.0
1995-07-01 05:16:00-04:00,19,202221,17.0,2.0,0.0,0.0
1995-07-01 05:17:00-04:00,18,403126,18.0,0.0,0.0,0.0
1995-07-01 05:18:00-04:00,15,553473,14.0,1.0,0.0,0.0
1995-07-01 05:19:00-04:00,22,235914,19.0,3.0,0.0,0.0
1995-07-01 05:20:00-04:00,12,587615,12.0,0.0,0.0,0.0
1995-07-01 05:21:00-04:00,20,347747,18.0,1.0,1.0,0.0
1995-07-01 05:22:00-04:00,19,328904,18.0,1.0,0.0,0.0
1995-07-01 05:23:00-04:00,35,522328,31.0,4.0,0.0,0.0
1995-07-01 05:24:00-04:00,28,354625,27.0,1.0,0.0,0.0
1995-07-01 05:25:00-04:00,41,893913,36.0,5.0,0.0,0.0
1995-07-01 05:26:00-04:00,27,608317,26.0,1.0,0.0,0.0
1995-07-01 05:27:00-04:00,34,341218,29.0,5.0,0.0,0.0
1995-07-01 05:28:00-04:00,23,327275,14.0,9.0,0.0,0.0
1995-07-01 05:29:00-04:00,12,166911,5.0,7.0,0.0,0.0
1995-07-01 05:30:00-04:00,10,388736,10.0,0.0,0.0,0.0
1995-07-01 05:31:00-04:00,28,890587,26.0,2.0,0.0,0.0
1995-07-01 05:32:00-04:00,27,383296,25.0,2.0,0.0,0.0
1995-07-01 05:33:00-04:00,25,406276,25.0,0.0,0.0,0.0
1995-07-01 05:34:00-04:00,17,78758,16.0,1.0,0.0,0.0
1995-07-01 05:35:00-04:00,29,304880,27.0,2.0,0.0,0.0
1995-07-01 05:36:00-04:00,18,305070,18.0,0.0,0.0,0.0
1995-07-01 05:37:00-04:00,12,195107,8.0,4.0,0.0,0.0
1995-07-01 05:38:00-04:00,17,93694,13.0,4.0,0.0,0.0
1995-07-01 05:39:00-04:00,25,534117,23.0,1.0,1.0,0.0
1995-07-01 05:40:00-04:00,23,308741,18.0,5.0,0.0,0.0
1995-07-01 05:41:00-04:00,26,538951,26.0,0.0,0.0,0.0
1995-07-01 05:42:00-04:00,18,138148,16.0,2.0,0.0,0.0
1995-07-01 05:43:00-04:00,38,322450,28.0,10.0,0.0,0.0
1995-07-01 05:44:00-04:00,23,1136596,20.0,2.0,1.0,0.0
1995-07-01 05:45:00-04:00,32,1673550,31.0,1.0,0.0,0.0
1995-07-01 05:46:00-04:00,42,550627,40.0,2.0,0.0,0.0
1995-07-01 05:47:00-04:00,27,170677,22.0,4.0,1.0,0.0
1995-07-01 05:48:00-04:00,19,128766,15.0,3.0,1.0,0.0
1995-07-01 05:49:00-04:00,26,1340506,23.0,3.0,0.0,0.0
1995-07-01 05:50:00-04:00,36,428376,29.0,7.0,0.0,0.0
1995-07-01 05:51:00-04:00,30,575466,27.0,3.0,0.0,0.0
1995-07-01 05:52:00-04:00,11,1169302,11.0,0.0,0.0,0.0
1995-07-01 05:53:00-04:00,12,1113007,11.0,1.0,0.0,0.0
1995-07-01 05:54:00-04:00,18,1641231,9.0,9.0,0.0,0.0
1995-07-01 05:55:00-04:00,19,1360400,14.0,4.0,1.0,0.0
1995-07-01 05:56:00-04:00,25,585615,23.0,1.0,1.0,0.0
1995-07-01 05:57:00-04:00,31,509472,23.0,6.0,2.0,0.0
1995-07-01 05:58:00-04:00,34,472736,31.0,3.0,0.0,0.0
1995-07-01 05:59:00-04:00,30,1138015,26.0,4.0,0.0,0.0
1995-07-01 06:00:00-04:00,16,191999,12.0,4.0,0.0,0.0
1995-07-01 06:01:00-04:00,22,1295165,19.0,3.0,0.0,0.0
1995-07-01 06:02:00-04:00,37,238494,36.0,1.0,0.0,0.0
